time,V_bus1,V_bus2,V_bus3,V_bus4,V_bus5,V_bus6,V_bus7,V_bus8,V_bus9,V_bus10,V_bus11,V_bus12,V_bus13,V_bus14
0.22,1.0599999999717198,1.0399999999483516,1.0099999999413205,1.0128530866753702,1.016478382519949,1.0599999998712861,1.0437694465700347,1.0799999998824248,1.0262765835810848,1.0245320187920701,1.0383706814247107,1.0436186841337762,1.0372279036431005,1.0126335685311636
0.23,1.0599999999729517,1.0399999999498006,1.0099999999429474,1.0128530866769545,1.0164783825215011,1.0599999998732874,1.0437694465719054,1.0799999998845706,1.0262765835829153,1.024532018793915,1.038370681426626,1.043618684135739,1.0372279036450438,1.012633568533008
0.24,1.0599999999742877,1.0399999999513685,1.0099999999447093,1.0128530866786767,1.0164783825231878,1.0599999998754748,1.0437694465739438,1.0799999998869152,1.0262765835849075,1.0245320187959281,1.0383706814287168,1.043618684137885,1.0372279036471677,1.012633568535023
0.25,1.059999999975726,1.0399999999530485,1.0099999999466005,1.012853086680528,1.0164783825250001,1.0599999998778464,1.043769446576142,1.079999999889448,1.026276583587061,1.0245320187981046,1.03837068143098,1.0436186841402095,1.0372279036494676,1.0126335685372034
0.26,1.0599999999772511,1.039999999954825,1.0099999999486058,1.0128530866824867,1.0164783825269192,1.0599999998803702,1.0437694465784866,1.079999999892161,1.0262765835893595,1.0245320188004214,1.0383706814333895,1.0436186841426833,1.0372279036519156,1.0126335685395205
0.27,1.0599999999788574,1.0399999999566953,1.0099999999507177,1.0128530866845504,1.0164783825289445,1.0599999998830327,1.0437694465809704,1.079999999895046,1.0262765835917849,1.0245320188028664,1.0383706814359337,1.0436186841452932,1.0372279036545005,1.0126335685419643
0.28,1.0599999999805567,1.039999999958666,1.009999999952941,1.012853086686738,1.016478382531088,1.059999999885859,1.0437694465835898,1.079999999898085,1.0262765835943393,1.0245320188054565,1.0383706814386293,1.043618684148066,1.0372279036572436,1.0126335685445622
0.29,1.0599999999823408,1.0399999999607221,1.0099999999552625,1.0128530866890257,1.0164783825333241,1.05999999988884,1.043769446586329,1.079999999901261,1.0262765835970264,1.024532018808181,1.0383706814414682,1.043618684150988,1.0372279036601317,1.0126335685472991
0.3,1.0599999999841736,1.03999999996283,1.0099999999576506,1.0128530866913614,1.0164783825356143,1.0599999998918996,1.043769446589163,1.0799999999045655,1.0262765835998076,1.024532018810981,1.0383706814443854,1.043618684153985,1.0372279036630976,1.0126335685500987
0.31,1.0599999999860563,1.0399999999649931,1.0099999999601026,1.0128530866937602,1.0164783825379708,1.0599999998950373,1.0437694465920861,1.0799999999079852,1.0262765836026617,1.024532018813856,1.038370681447381,1.04361868415706,1.0372279036661436,1.0126335685529713
0.32,1.0599999999880079,1.0399999999672265,1.0099999999626286,1.0128530866962504,1.0164783825404118,1.0599999998982985,1.0437694465950973,1.0799999999114986,1.0262765836056016,1.0245320188168374,1.0383706814504887,1.0436186841602582,1.0372279036693073,1.012633568555964
0.33,1.0599999999900103,1.0399999999695038,1.0099999999652058,1.0128530866987944,1.0164783825429002,1.0599999999016523,1.0437694465981733,1.079999999915085,1.0262765836086185,1.0245320188198972,1.0383706814536797,1.0436186841635444,1.0372279036725556,1.0126335685590375
0.34,1.0599999999920264,1.0399999999717904,1.009999999967802,1.0128530867013408,1.0164783825453971,1.0599999999050238,1.0437694466012875,1.0799999999187335,1.0262765836116738,1.024532018822977,1.0383706814568916,1.0436186841668464,1.037227903675823,1.0126335685621193
0.35,1.0599999999940561,1.0399999999740912,1.0099999999704137,1.012853086703903,1.016478382547915,1.0599999999084107,1.0437694466044318,1.0799999999224272,1.0262765836147438,1.0245320188260747,1.0383706814601223,1.0436186841701658,1.0372279036791106,1.0126335685652177
0.36,1.059999999996124,1.0399999999764236,1.0099999999730545,1.0128530867065186,1.016478382550477,1.0599999999118688,1.0437694466076068,1.079999999926142,1.026276583617842,1.0245320188292293,1.038370681463414,1.0436186841735566,1.037227903682465,1.0126335685683916
0.37,1.0599999999981993,1.0399999999787468,1.0099999999756906,1.0128530867091243,1.0164783825530241,1.0599999999153493,1.04376944661078,1.079999999929855,1.026276583620964,1.0245320188323974,1.0383706814667206,1.043618684176966,1.0372279036858336,1.0126335685715766
0.38,1.0600000000002294,1.0399999999810157,1.0099999999782787,1.0128530867116512,1.0164783825555068,1.0599999999187406,1.0437694466139193,1.0799999999335586,1.0262765836240493,1.0245320188354932,1.0383706814699518,1.0436186841802855,1.0372279036891203,1.012633568574666
0.39,1.0600000000022367,1.0399999999832585,1.0099999999808338,1.0128530867141536,1.0164783825579697,1.0599999999220862,1.0437694466170298,1.0799999999372347,1.0262765836270848,1.024532018838551,1.0383706814731444,1.043618684183564,1.0372279036923695,1.012633568577721
0.4,1.060000000004251,1.0399999999854954,1.009999999983373,1.012853086716674,1.0164783825604382,1.0599999999254617,1.043769446620111,1.079999999940854,1.0262765836300953,1.0245320188416216,1.0383706814763531,1.0436186841868724,1.037227903695641,1.0126335685808143
0.41,1.060000000006229,1.0399999999876748,1.0099999999858542,1.0128530867191299,1.0164783825628392,1.0599999999287857,1.0437694466231275,1.0799999999443979,1.0262765836330647,1.0245320188446396,1.038370681479508,1.043618684190128,1.0372279036988574,1.0126335685838517
0.42,1.0600000000081207,1.0399999999897542,1.0099999999882354,1.0128530867214571,1.0164783825651256,1.059999999931956,1.043769446626048,1.0799999999478607,1.026276583635938,1.0245320188475258,1.0383706814825253,1.0436186841932307,1.0372279037019296,1.0126335685867347
0.43,1.0600000000099503,1.0399999999917644,1.0099999999905362,1.012853086723716,1.0164783825673485,1.0599999999350223,1.0437694466288814,1.079999999951225,1.026276583638703,1.0245320188503193,1.038370681485447,1.0436186841962345,1.0372279037049068,1.0126335685895305
0.44,1.0600000000117626,1.0399999999937426,1.009999999992786,1.012853086725973,1.0164783825695525,1.059999999938088,1.0437694466316376,1.079999999954464,1.026276583641395,1.0245320188530938,1.038370681488352,1.0436186841992405,1.0372279037078758,1.0126335685923429
0.45,1.060000000013482,1.039999999995598,1.0099999999949143,1.0128530867280794,1.0164783825716088,1.0599999999410117,1.0437694466342597,1.0799999999575605,1.0262765836439927,1.0245320188557334,1.0383706814911178,1.0436186842021005,1.0372279037106986,1.012633568595003
0.46,1.060000000015043,1.0399999999972829,1.009999999996872,1.0128530867299628,1.0164783825734698,1.0599999999436547,1.043769446636716,1.0799999999605192,1.0262765836464165,1.0245320188581355,1.0383706814936353,1.043618684204683,1.0372279037132617,1.012633568597383
0.47,1.0600000000165215,1.0399999999988805,1.009999999998722,1.0128530867317713,1.0164783825752566,1.0599999999461724,1.0437694466390466,1.0799999999633225,1.0262765836486856,1.0245320188604221,1.038370681496034,1.0436186842071489,1.0372279037157093,1.0126335685996666
0.48,1.0600000000179666,1.0400000000004248,1.0100000000004954,1.0128530867335643,1.0164783825770027,1.0599999999486813,1.0437694466412626,1.0799999999659415,1.0262765836508545,1.0245320188626743,1.038370681498401,1.0436186842096082,1.0372279037181347,1.0126335686019612
0.49,1.0600000000192837,1.040000000001814,1.01000000000211,1.0128530867351722,1.016478382578568,1.0599999999509973,1.0437694466433,1.0799999999683696,1.0262765836528809,1.0245320188647438,1.0383706815005807,1.0436186842118718,1.0372279037203664,1.012633568604057
0.5,1.060000000020421,1.040000000003012,1.0100000000035294,1.012853086736541,1.01647838257992,1.0599999999530108,1.043769446645138,1.0799999999706125,1.0262765836546985,1.0245320188665539,1.0383706815024887,1.0436186842138375,1.0372279037223162,1.012633568605857
0.51,1.0600000000214556,1.0400000000040996,1.0100000000048155,1.012853086737813,1.016478382581171,1.059999999954883,1.0437694466468175,1.079999999972655,1.026276583656341,1.0245320188682279,1.038370681504257,1.043618684215669,1.0372279037241299,1.0126335686075423
0.52,1.0600000000223755,1.0400000000050544,1.0100000000059537,1.0128530867389494,1.016478382582282,1.0599999999565985,1.0437694466483214,1.0799999999744856,1.0262765836578223,1.0245320188697484,1.0383706815058686,1.0436186842173465,1.0372279037257865,1.0126335686090835
0.53,1.0600000000231533,1.0400000000058511,1.0100000000069234,1.0128530867399117,1.0164783825832238,1.0599999999581096,1.0437694466496341,1.0799999999761027,1.0262765836591239,1.0245320188710767,1.0383706815072828,1.0436186842188206,1.0372279037272427,1.0126335686104282
0.54,1.0600000000237875,1.0400000000064926,1.0100000000077236,1.0128530867407062,1.0164783825840016,1.0599999999594107,1.0437694466507548,1.0799999999775038,1.0262765836602348,1.0245320188722111,1.0383706815084965,1.0436186842200899,1.0372279037284962,1.012633568611577
0.55,1.0600000000242826,1.040000000006985,1.0100000000083589,1.012853086741343,1.0164783825846238,1.059999999960515,1.0437694466516878,1.0799999999786882,1.0262765836611578,1.0245320188731617,1.0383706815095204,1.0436186842211659,1.037227903729559,1.0126335686125447
0.56,1.0600000000246375,1.0400000000073246,1.0100000000088278,1.0128530867418184,1.016478382585086,1.0599999999614262,1.0437694466524294,1.0799999999796517,1.026276583661899,1.02453201887393,1.0383706815103575,1.0436186842220534,1.0372279037304326,1.0126335686133323
0.57,1.0600000000248435,1.0400000000075051,1.0100000000091254,1.0128530867421235,1.0164783825853807,1.0599999999621323,1.043769446652977,1.0799999999803955,1.0262765836624523,1.0245320188745057,1.0383706815109959,1.0436186842227384,1.0372279037311056,1.012633568613926
0.58,1.0600000000248988,1.0400000000075285,1.0100000000092522,1.012853086742261,1.0164783825855108,1.0599999999626282,1.0437694466533303,1.0799999999809207,1.0262765836628114,1.024532018874885,1.038370681511432,1.043618684223216,1.0372279037315748,1.0126335686143233
0.59,1.0600000000248107,1.040000000007403,1.010000000009215,1.012853086742241,1.0164783825854853,1.0599999999629284,1.0437694466534968,1.0799999999812304,1.026276583662985,1.024532018875082,1.03837068151168,1.0436186842235027,1.0372279037318546,1.012633568614541
0.6,1.0600000000245817,1.0400000000071292,1.0100000000090186,1.0128530867420666,1.0164783825853068,1.0599999999630458,1.0437694466534804,1.0799999999813301,1.026276583662985,1.0245320188751046,1.0383706815117495,1.0436186842236104,1.037227903731954,1.0126335686145866
0.61,1.0600000000242058,1.040000000006704,1.0100000000086604,1.0128530867417307,1.016478382584969,1.0599999999629703,1.043769446653282,1.0799999999812262,1.0262765836628105,1.0245320188749465,1.0383706815116336,1.0436186842235282,1.037227903731866,1.0126335686144488
0.62,1.0600000000236833,1.0400000000061345,1.0100000000081448,1.0128530867412413,1.0164783825844808,1.0599999999626954,1.0437694466529077,1.079999999980924,1.0262765836624526,1.0245320188746048,1.0383706815113265,1.0436186842232489,1.0372279037315861,1.012633568614127
0.63,1.0600000000230316,1.0400000000054366,1.010000000007486,1.0128530867406196,1.0164783825838613,1.059999999962254,1.04376944665237,1.0799999999804308,1.0262765836619283,1.0245320188741067,1.0383706815108575,1.0436186842228068,1.0372279037311438,1.012633568613655
0.64,1.0600000000222611,1.0400000000046146,1.0100000000066967,1.0128530867398715,1.0164783825831132,1.0599999999616792,1.0437694466516798,1.0799999999797616,1.0262765836612753,1.024532018873476,1.038370681510257,1.0436186842222377,1.0372279037305665,1.0126335686130545
0.65,1.0600000000213503,1.040000000003649,1.010000000005765,1.0128530867389698,1.016478382582214,1.059999999960929,1.0437694466508316,1.0799999999789243,1.026276583660478,1.0245320188726796,1.0383706815094877,1.0436186842214925,1.0372279037298184,1.012633568612278
0.66,1.0600000000202987,1.0400000000025615,1.0100000000046963,1.0128530867379348,1.016478382581188,1.0599999999599807,1.0437694466498375,1.0799999999779275,1.026276583659502,1.02453201887171,1.0383706815085332,1.0436186842205486,1.037227903728886,1.012633568611324
0.67,1.0600000000191592,1.0400000000013927,1.0100000000035287,1.012853086736824,1.0164783825800832,1.0599999999589342,1.0437694466487246,1.0799999999767818,1.0262765836584042,1.0245320188706446,1.0383706815074794,1.043618684219514,1.0372279037278553,1.012633568610292
0.68,1.060000000017932,1.0400000000001326,1.0100000000022695,1.012853086735623,1.0164783825788841,1.0599999999578116,1.0437694466475023,1.079999999975508,1.0262765836572296,1.0245320188694964,1.0383706815063467,1.0436186842184088,1.0372279037267425,1.0126335686091816
0.69,1.0600000000165823,1.0399999999987548,1.0100000000008993,1.0128530867342933,1.01647838257756,1.05999999995654,1.043769446646163,1.0799999999741177,1.0262765836559464,1.0245320188682108,1.0383706815050737,1.0436186842171513,1.0372279037254866,1.0126335686079169
0.7,1.0600000000151255,1.039999999997291,1.0099999999994336,1.0128530867328704,1.016478382576148,1.059999999955124,1.0437694466447214,1.0799999999726193,1.0262765836545331,1.0245320188668008,1.0383706815036664,1.0436186842157487,1.0372279037240975,1.0126335686065244
0.71,1.0600000000136125,1.0399999999957832,1.00999999999791,1.0128530867314118,1.0164783825746952,1.0599999999536593,1.0437694466432097,1.0799999999710275,1.0262765836530445,1.0245320188653408,1.0383706815022076,1.0436186842143038,1.0372279037226588,1.0126335686050998
0.72,1.0600000000120426,1.0399999999942209,1.0099999999963367,1.0128530867299008,1.0164783825731867,1.059999999952159,1.0437694466416378,1.079999999969367,1.026276583651522,1.0245320188638385,1.03837068150071,1.043618684212826,1.037227903721179,1.0126335686036343
0.73,1.0600000000103935,1.0399999999925928,1.0099999999947038,1.0128530867283179,1.0164783825716093,1.0599999999505694,1.0437694466400056,1.0799999999676515,1.0262765836499388,1.0245320188622569,1.0383706814991303,1.0436186842112563,1.0372279037196153,1.012633568602076
0.74,1.060000000008695,1.039999999990932,1.009999999993034,1.0128530867267025,1.016478382569999,1.0599999999489311,1.043769446638332,1.0799999999658894,1.0262765836483048,1.0245320188606313,1.0383706814975042,1.043618684209639,1.0372279037180046,1.012633568600477
0.75,1.0600000000069632,1.0399999999892517,1.0099999999913438,1.012853086725071,1.0164783825683708,1.0599999999472733,1.0437694466366343,1.079999999964098,1.0262765836466459,1.024532018858987,1.038370681495858,1.0436186842080035,1.0372279037163752,1.0126335685988637
0.76,1.0600000000052,1.0399999999875549,1.00999999998964,1.0128530867234233,1.0164783825667256,1.0599999999455985,1.0437694466349203,1.0799999999622918,1.0262765836449737,1.0245320188573261,1.0383706814941955,1.0436186842063522,1.0372279037147294,1.0126335685972325
0.77,1.0600000000034135,1.0399999999858487,1.0099999999879303,1.0128530867217684,1.0164783825650716,1.0599999999439143,1.043769446633202,1.0799999999604826,1.0262765836432959,1.024532018855657,1.0383706814925235,1.0436186842046906,1.037227903713073,1.012633568595591
0.78,1.0600000000016216,1.0399999999841518,1.0099999999862328,1.0128530867201262,1.0164783825634287,1.0599999999422407,1.043769446631496,1.0799999999586885,1.0262765836416268,1.0245320188539997,1.038370681490863,1.0436186842030397,1.0372279037114276,1.0126335685939625
0.79,1.059999999999833,1.0399999999824747,1.0099999999845584,1.012853086718507,1.0164783825618067,1.059999999940594,1.043769446629814,1.079999999956922,1.0262765836399799,1.024532018852367,1.038370681489228,1.0436186842014161,1.0372279037098096,1.0126335685923606
0.8,1.0599999999980567,1.0399999999808258,1.0099999999829181,1.0128530867169172,1.0164783825602135,1.0599999999389855,1.0437694466281697,1.079999999955202,1.0262765836383725,1.0245320188507696,1.03837068148763,1.0436186841998294,1.0372279037082286,1.0126335685907921
0.81,1.0599999999963048,1.0399999999792149,1.0099999999813225,1.0128530867153682,1.0164783825586605,1.0599999999374246,1.0437694466265766,1.0799999999535403,1.0262765836368146,1.024532018849219,1.038370681486079,1.0436186841982897,1.0372279037066925,1.012633568589268
0.82,1.0599999999945902,1.0399999999776564,1.009999999979784,1.0128530867138767,1.016478382557161,1.059999999935925,1.0437694466250447,1.0799999999519474,1.0262765836353125,1.0245320188477285,1.0383706814845879,1.0436186841968107,1.037227903705217,1.0126335685878052
0.83,1.0599999999929208,1.0399999999761589,1.009999999978313,1.0128530867124497,1.016478382555724,1.059999999934502,1.0437694466235836,1.079999999950436,1.0262765836338787,1.0245320188463092,1.0383706814831697,1.0436186841954063,1.037227903703817,1.0126335685864143
0.84,1.059999999991306,1.03999999997473,1.0099999999769185,1.0128530867110928,1.0164783825543577,1.0599999999331657,1.0437694466222072,1.0799999999490217,1.026276583632532,1.0245320188449716,1.0383706814818368,1.0436186841940873,1.0372279037025016,1.0126335685851027
0.85,1.0599999999897567,1.039999999973378,1.0099999999756093,1.0128530867098162,1.0164783825530699,1.0599999999319216,1.0437694466209275,1.079999999947716,1.0262765836312795,1.0245320188437252,1.038370681480596,1.0436186841928599,1.0372279037012755,1.012633568583878
0.86,1.0599999999882839,1.0399999999721155,1.0099999999743943,1.0128530867086347,1.0164783825518715,1.0599999999307783,1.043769446619746,1.0799999999465175,1.026276583630115,1.024532018842575,1.0383706814794513,1.043618684191731,1.0372279037001473,1.0126335685827543
0.87,1.059999999986894,1.03999999997095,1.0099999999732825,1.0128530867075531,1.016478382550771,1.0599999999297536,1.0437694466186684,1.0799999999454377,1.026276583629051,1.0245320188415328,1.0383706814784184,1.043618684190717,1.0372279036991363,1.0126335685817418
0.88,1.0599999999855914,1.039999999969881,1.0099999999722802,1.012853086706568,1.016478382549772,1.0599999999288545,1.0437694466177156,1.079999999944503,1.0262765836281238,1.0245320188406106,1.038370681477511,1.0436186841898274,1.0372279036982486,1.0126335685808394
0.89,1.0599999999843879,1.0399999999689162,1.0099999999713913,1.0128530867056884,1.0164783825488775,1.0599999999280738,1.0437694466168976,1.0799999999437135,1.0262765836273289,1.0245320188398095,1.0383706814767248,1.043618684189058,1.037227903697474,1.01263356858005
0.9,1.0599999999832947,1.0399999999680722,1.0099999999706235,1.0128530867049388,1.0164783825481012,1.0599999999274206,1.0437694466161955,1.0799999999430467,1.026276583626626,1.0245320188391283,1.0383706814760565,1.043618684188411,1.0372279036968246,1.012633568579394
0.91,1.0599999999823133,1.0399999999673504,1.009999999969983,1.0128530867043137,1.0164783825474475,1.0599999999269138,1.0437694466156195,1.0799999999425227,1.026276583626047,1.0245320188385794,1.0383706814755265,1.0436186841879058,1.0372279036963203,1.0126335685788752
0.92,1.059999999981444,1.0399999999667433,1.0099999999694718,1.0128530867037986,1.016478382546913,1.059999999926555,1.0437694466151943,1.0799999999421723,1.0262765836256373,1.0245320188381737,1.0383706814751463,1.0436186841875474,1.0372279036959597,1.012633568578483
0.93,1.0599999999806962,1.0399999999662575,1.0099999999690905,1.012853086703407,1.0164783825465005,1.059999999926331,1.0437694466149183,1.079999999941982,1.0262765836253722,1.0245320188379035,1.0383706814749014,1.0436186841873247,1.0372279036957293,1.0126335685782208
0.94,1.059999999980079,1.039999999965908,1.0099999999688447,1.0128530867031575,1.0164783825462207,1.05999999992625,1.0437694466147733,1.0799999999419287,1.0262765836252177,1.024532018837769,1.038370681474791,1.0436186841872408,1.0372279036956389,1.0126335685781047
0.95,1.0599999999795915,1.0399999999656901,1.0099999999687361,1.012853086703039,1.0164783825460726,1.0599999999263257,1.0437694466147682,1.079999999942033,1.0262765836252061,1.024532018837778,1.0383706814748312,1.043618684187309,1.037227903695703,1.0126335685781331
0.96,1.0599999999792336,1.0399999999655998,1.0099999999687623,1.012853086703046,1.0164783825460524,1.059999999926547,1.0437694466149117,1.0799999999423,1.026276583625345,1.0245320188379288,1.0383706814750155,1.0436186841875217,1.0372279036959093,1.0126335685782968
0.97,1.0599999999790082,1.0399999999656386,1.0099999999689226,1.0128530867031833,1.016478382546161,1.0599999999269123,1.0437694466151972,1.0799999999427201,1.0262765836256234,1.024532018838218,1.0383706814753408,1.0436186841878765,1.0372279036962553,1.012633568578597
0.98,1.0599999999789171,1.039999999965809,1.0099999999692173,1.0128530867034515,1.0164783825463992,1.0599999999274232,1.0437694466156238,1.0799999999432905,1.0262765836260386,1.0245320188386475,1.0383706814758085,1.0436186841883741,1.037227903696744,1.0126335685790375
0.99,1.0599999999789596,1.0399999999661083,1.0099999999696438,1.0128530867038477,1.0164783825467651,1.059999999928077,1.0437694466161873,1.079999999944009,1.0262765836265881,1.0245320188392126,1.0383706814764146,1.0436186841890123,1.0372279036973728,1.0126335685796128
1.0,1.0599999999791339,1.0399999999665317,1.009999999970198,1.0128530867043657,1.0164783825472545,1.0599999999288676,1.0437694466168854,1.079999999944872,1.0262765836272723,1.0245320188399083,1.0383706814771543,1.0436186841897845,1.0372279036981342,1.012633568580316
1.01,0.9705794822046383,0.8724373319950469,0.8217903941633823,0.6437171816807239,0.7095253666854611,0.6883679693474114,0.304151676956899,0.4329557920232775,0.34679294941984146,0.3953880255870428,0.5306515490894463,0.6552141225946951,0.624507309624381,0.45250144035672535
1.02,0.9638811424669158,0.8641866703972206,0.8119277080992676,0.6356318757748747,0.7008004787718713,0.6727258600433579,0.29610492949937967,0.4152328871663289,0.338503013134949,0.3861413995725725,0.5185196429350215,0.6403082395678088,0.610302349484029,0.4420611515185434
1.03,0.9587200576214093,0.8577196302053923,0.8041293442821034,0.6291863967389965,0.6938719082707401,0.6603680129849088,0.2898054208309828,0.40220771859933685,0.3318929273578738,0.37878096238152026,0.5089033284068191,0.6285270165484744,0.599068865837518,0.43376916457671244
1.04,0.9547279737355476,0.8526243399653568,0.7979266236928606,0.6240005028117143,0.6883235764813368,0.6505426254146697,0.2848329495777653,0.39271141006537186,0.3265634783144881,0.3728634379023554,0.5012214710692591,0.6191542744367801,0.5901250093754655,0.4271254614482282
1.05,0.9516724047835599,0.8486332429506476,0.793012074102951,0.6198220938950612,0.6838817023632376,0.6427613636105984,0.2809154828131235,0.38601559788945533,0.32224996395179145,0.36809607043372883,0.49509389156246963,0.6117243856850644,0.5830269520811169,0.42180147180115923
1.06,0.9492385351744907,0.8453748185365922,0.7889519116318877,0.6163078461356264,0.6801707964191821,0.6363317428135057,0.27767766430606156,0.38114998678093553,0.3185929452040087,0.36407706134563184,0.48998829239578917,0.6055781819115298,0.5771475722158088,0.41734127911231383
1.07,0.9473365620045967,0.8427396872687117,0.785617951055499,0.6133510906920436,0.677076113551688,0.631047638292536,0.27500490371686687,0.37783118025146073,0.3154774399578507,0.36067990703163905,0.48574254441430387,0.6005188573235642,0.5722989574874809,0.4136038856707798
1.08,0.9458780678145745,0.8406182210806673,0.7828808370385446,0.610843387087943,0.6744814279098134,0.6266976425806836,0.272779657992433,0.3757933979283683,0.3127834174572513,0.3577729201089225,0.48218923245866796,0.59634438359034,0.5682879826747248,0.410443129401303
